kepid,mass,radius,teff,bp_rp,lum_val,e_bp_min_rp_interp,e_bp_min_rp_val,rrmscdpp04p5
10122780,0.915,0.883,5163.0,1.0649061,0.49888448746001224,0.04098277745694782,0.1397,48.718
10122826,0.927,0.946,5582.3,1.0292187,0.7906786279998251,0.1489352465251139,0.175,172.503
10122878,0.729,0.709,4723.7,1.3188038,0.22646443075930595,0.18532346499392374,0.1585,249.017
10122895,0.978,0.969,5784.0,0.9152012,0.9506047936562815,0.0937481316624174,0.1405,93.899
10122937,1.027,1.014,5909.7,0.7802305,1.135010815672315,0.028584679640712814,0.0585,53.903
10122953,0.993,1.113,5780.9,0.923399,1.2560299636948749,0.16556309779323003,0.149,150.432
10122955,1.014,1.065,5857.7,0.9000702,1.2105981335504823,0.16872415601528962,0.1748,147.784
10122999,1.139,1.387,6034.2,0.83108234,2.3120647901755946,0.25114107978414224,0.4173,149.876
10123009,0.837,0.9,5205.1,1.1128082,0.5395106225151276,0.09954874043618799,0.1435,116.23
10123025,0.997,1.076,5800.6,0.88655376,1.1885022274370185,0.20594460780671195,0.164,208.295
10001391,1.042,1.138,6145.7,0.7473955,1.6749428760264373,0.14313801726004732,0.042,62.325
10001511,0.895,1.157,5442.5,0.9864073,1.069054879222658,0.19639037114517938,0.275,183.111
10001648,0.884,0.845,5484.3,0.9531584,0.5834451042737447,0.0945860982386777,0.035,105.904
10001658,1.041,1.351,5801.3,0.85588455,1.8706821403658007,0.1930089595100953,0.223,132.522
10001688,0.811,0.871,4869.2,1.3539267,0.3845917820453536,0.2545501317293313,0.4377,243.576
10001717,0.928,0.946,5591.5,0.94997025,0.7943282347242815,0.13771761069657576,NaN,154.255
10005482,0.876,1.15,5293.3,1.0357103,0.9440608762859234,0.1599238870686841,0.281,173.681
10005605,0.793,0.768,5035.0,1.0832682,0.3435579478998746,0.08749810753545972,0.0388,146.487
10005609,0.683,0.669,4439.0,1.4332333,0.15739828644662193,0.20574763876116337,0.058,258.219
10005646,1.008,1.127,5823.3,0.8384981,1.3243415351946646,0.07441718994220084,0.0755,48.31
10005656,0.751,0.737,4757.7,1.3324461,0.25176769277588557,0.14001066628993053,0.269,146.495
10005685,0.907,0.923,5524.5,0.9561491,0.7211074791828996,0.18159968893590955,0.116,211.645
10014667,0.902,0.854,5629.8,1.0194225,0.6652731562017413,0.11531845840938539,NaN,165.8
10014689,0.932,0.887,5555.3,0.906662,0.6776415076106751,0.04670916237251167,0.0443,57.226
10014702,1.077,1.203,5984.3,0.9108658,1.686553025388741,0.1883843173640289,0.235,137.966
10014707,1.165,1.231,6130.8,0.8559656,1.9498445997580451,0.1765300976877493,0.194,142.764
10014765,0.873,0.901,5369.9,1.0866632,0.6137620051647942,0.1349829092595377,0.1945,178.708
10014787,1.112,1.097,5782.0,0.85216045,1.216186000646368,0.07500081826846032,0.085,71.686
10014875,0.92,0.915,5578.2,0.9250202,0.734513868157115,0.16449706957400237,0.0383,203.95
10018994,1.037,1.092,5591.2,0.9534664,1.0568175092136585,0.06496246318170046,0.23,48.316
10019062,0.979,1.386,5620.5,0.95674515,1.7378008287493754,0.15569061191383812,0.266,103.64
10019114,1.047,1.015,6109.5,0.8193445,1.3001695780332903,0.1581821542309476,0.09,128.719
10019139,1.063,1.188,5949.9,0.86336994,1.6069412530128773,0.2038292818502507,0.2173,157.723
10019205,0.943,1.107,5623.4,0.91006184,1.1117317272815912,0.2142508435580582,NaN,187.522
10019233,0.891,0.933,5414.9,0.8816633,0.6792036326171845,0.06070704203136952,0.0065,69.976
10024906,0.931,0.954,5596.4,0.95502853,0.8072350302488381,0.11336420807019316,0.085,127.126
10025001,1.075,1.277,5935.1,0.89119816,1.8365383433483464,0.16995004501422425,0.245,118.641
10025101,0.755,0.699,5394.4,1.0130405,0.3749730022454835,0.10245367294402247,0.025,172.842
10025122,0.633,0.625,4238.2,1.586997,0.1158777356155126,0.1124085984444777,0.1413,138.437
10025195,1.007,0.954,5449.4,1.0551643,0.72443596007499,0.08487125057488402,0.235,99.892
10025276,1.13,1.249,6111.3,0.83918,1.9769696401118606,0.22680110005676743,0.187,149.791
10028921,1.024,1.253,5813.6,0.90640736,1.625548755750484,0.13658398406691272,0.26,107.172
10028976,0.959,1.011,5690.8,0.94657516,0.9727472237769651,0.12999850053957668,0.1753,161.349
10028987,1.051,1.047,5875.7,0.9272394,1.1830415557251648,0.14231985542437003,0.1965,192.053
10029078,0.866,0.841,5362.9,1.0637188,0.5284452517751804,0.11286958518602053,0.091,197.67
10029096,1.208,1.482,6153.1,0.8852167,2.8773984147356693,0.2484804814078366,NaN,182.704
10029112,0.905,1.113,5490.5,1.0355282,1.0256519262514077,0.20075032645082747,0.318,235.378
10029121,1.15,1.361,6086.0,0.8238869,2.306747188720069,0.278590284658068,0.227,205.545
10029141,0.935,1.044,5609.4,1.0512342,0.9794899854086989,0.20613248225779715,0.182,249.919
10034845,0.945,0.926,5694.3,1.1257105,0.8184647881347898,0.15680366132401805,0.2192,244.201
10034864,0.612,0.601,4383.0,1.5106688,0.12050359403717974,0.05250950370816563,0.133,90.882
10057997,1.16,1.692,5918.4,0.8730583,3.1768740706497707,0.24023901436860634,0.6438,125.966
10058021,0.733,0.734,4520.9,1.5677528,0.20370420777057185,0.16427449120912685,NaN,154.013
10058035,0.745,0.728,4766.9,1.3312941,0.24774220576332856,0.184123801343381,0.2143,233.799
10058115,1.247,1.617,6395.3,0.6912308,3.962780342554394,0.13716404168018778,0.454,25.136
10058234,0.914,0.872,5627.8,0.9379616,0.690239803840242,0.09977244333643669,0.088,110.818
10058243,0.862,0.807,5548.8,0.92734337,0.5571857489319298,0.09489185167923181,0.0408,135.048
10058367,0.797,0.841,4818.6,1.4776039,0.3443499307633385,0.325381631720959,0.504,259.323
10065366,0.77,0.756,4683.2,1.280549,0.2488857318282391,0.1502309722953858,0.139,203.528
10065413,1.016,1.458,5682.5,0.8829422,2.009092812608728,0.12568709582135418,NaN,68.21
10065425,0.909,1.06,5624.9,0.89305496,1.02093948370768,0.15599341671197453,0.101,175.667
10065429,1.002,0.948,5647.1,0.8993645,0.8279421637123342,0.05564516355538952,0.0278,97.317
10065437,0.857,1.017,5246.8,1.0054798,0.7112135136533291,0.1278090927906679,NaN,119.559
10065464,0.894,1.043,5514.4,0.855896,0.9120108393559098,0.06911527809301561,0.076,58.205
10065475,0.803,0.787,5050.1,1.1438093,0.3655947916131249,0.10975157499044023,0.1047,127.511
10065521,0.94,0.95,5518.8,0.94467735,0.7585775750291838,0.13869380554660493,0.0518,145.278
10065550,0.86,1.024,5612.4,0.87367916,0.9440608762859234,0.1649903330692381,0.085,131.467
10065568,1.036,1.227,6207.1,0.7300215,2.0230191786782714,0.16478991091014708,0.0993,56.735
10069380,0.965,1.118,5635.6,0.88618946,1.1428783347897717,0.04705464210774714,0.106,36.718
10069388,0.916,1.108,5533.6,0.9658203,1.0471285480508996,0.1936825846127227,0.233,186.189
10069421,0.967,0.98,5726.4,0.89735985,0.933254300796991,0.08453790233410559,0.058,80.119
10069424,0.786,0.77,4931.5,1.1969271,0.31768740706497706,0.09709400779019844,0.0765,114.404
10069546,1.064,1.23,6312.0,0.6829138,2.1727011788637447,0.15605779332031797,0.1075,42.749
10069584,0.749,0.747,4638.9,1.276434,0.23334580622810028,0.1627095797173759,0.15,198.587
10069739,0.91,0.949,5522.8,0.96305656,0.762079010025412,0.19076452244090533,0.1605,208.079
10079075,0.905,0.926,5496.7,0.9987488,0.7095777679633888,0.12228149164696912,0.12,140.741
10079113,0.896,0.856,5564.4,0.94926834,0.6367955209079158,0.14529874184907177,0.016,174.202
10079118,1.059,1.052,5905.7,0.8718443,1.2189895989248665,0.12947972755966558,0.103,106.42
10079154,0.771,0.744,4991.0,1.2075958,0.31045595881283555,0.151362215708393,0.0578,215.473
10079157,0.984,1.224,5708.6,0.8967676,1.4421153515248688,0.1921876941260971,0.2697,144.717
10079245,1.142,1.311,6106.6,0.7695732,2.1677041048196948,0.12985573962210967,0.155,77.089
10079258,0.753,0.741,4760.7,1.3448,0.2552701302661247,0.18255013368904005,0.188,188.877
10082925,0.824,0.907,4966.0,1.320837,0.4528975799036208,0.1975584528048729,0.3375,158.308
10082950,1.21,1.394,6105.8,0.76348305,2.4547089156850306,0.1481178693845967,0.232,69.215
10082977,0.933,0.919,5629.0,0.92906666,0.7691304402866096,0.10932306045855827,0.0543,128.225
10083074,1.09,1.27,5979.5,0.8584442,1.8706821403658007,0.19959482834378836,0.287,130.821
10088895,1.056,1.575,5723.3,0.9013567,2.41546083444494,0.22216992596220447,NaN,138.782
10088930,1.142,1.601,5909.7,0.85509396,2.837919028441556,0.17680795998436521,NaN,89.479
10089024,1.026,1.11,6167.3,0.7689924,1.6143585568264862,0.08900666262943564,0.0437,51.275
10089105,0.73,0.73,4505.5,1.4962492,0.19769696401118608,0.15557970561340692,0.2993,128.399
10089114,1.052,1.04,6104.3,0.8960552,1.36144468246595,0.2295220682868614,0.1635,232.341
10089119,1.05,1.074,5980.4,0.87942696,1.3365955165464423,0.19019704068343346,0.1287,166.079
10092601,0.993,0.967,5904.2,0.95105934,1.0280162981264735,0.18405370453879338,0.1395,240.13
10092637,0.776,0.74,5084.0,1.1811523,0.32960971217745777,0.12004225603329097,0.0805,203.142
10092646,1.362,1.728,6470.2,0.76987743,4.764309868054157,0.191688057545614,NaN,76.787
10092693,0.966,1.003,5716.3,0.97768784,0.9727472237769651,0.1455280028084751,0.158,173.861
10092700,1.054,1.605,5684.2,1.0246725,2.443430552693972,0.32472748887946806,NaN,252.929
10092728,0.73,0.721,4697.5,1.2785892,0.2290867652767773,0.07258524664619025,0.0735,92.82
10092784,1.26,1.45,6349.8,0.8239765,3.0902954325135905,0.25440702373570956,0.4998,182.148
10098671,0.792,0.757,5114.8,1.2561731,0.35481338923357547,0.12402605531062148,0.1832,254.798
10098701,0.959,1.06,5908.3,1.0224113,1.241652307592411,0.0697891249063223,0.2425,71.944
10098760,0.781,0.75,4875.3,1.1794481,0.28840315031266056,0.05441568848177231,0.039,102.967
10098887,0.95,0.953,5683.6,1.1564026,0.8590135215053957,0.19926562852726037,0.358,341.577
10098952,0.741,0.73,4683.1,1.3897076,0.2290867652767773,0.12671955307129532,0.19,160.025
10123050,0.768,0.757,4850.0,1.2666874,0.28707805820246907,0.14575802134226917,0.139,205.209
10123343,1.033,1.049,5935.2,0.8413305,1.2359474334445104,0.15981832075528146,NaN,127.583
10001733,0.711,0.693,4591.5,1.3750544,0.1931968317016924,0.12323878078701647,0.0762,133.364
10001797,0.965,1.54,5458.2,0.9872894,1.9098532585662382,0.2887748705186872,0.672,185.455
10001808,0.873,0.831,5457.9,0.98532677,0.5546257129579107,0.1036269713804488,0.0783,155.131
10001866,0.894,0.911,5454.2,0.97182274,0.6637430704019088,0.1001505140304393,0.061,104.086
10001933,0.863,1.263,5675.6,0.8241329,1.5031419660900223,0.20806506621020476,0.082,137.93
10005690,1.037,1.099,5917.5,0.8676443,1.3427649611378638,0.09804456964509864,0.1412,73.98
10005692,0.912,0.864,5712.5,0.8730688,0.7211074791828996,0.15296110359352805,0.0247,181.325
10005714,1.01,1.201,5799.1,0.867136,1.4791083881682074,0.0968513392295478,0.235,64.339
10005745,1.037,1.029,6013.3,0.8407078,1.2560299636948749,0.2317478450403955,0.1113,190.221
10005758,1.133,1.147,6064.9,0.79355145,1.6106456351782703,0.11542295656470253,0.043,66.955
10005761,0.927,0.918,5599.0,0.9287853,0.7516228940182055,0.12277256073687179,0.0477,124.385
10005770,1.066,1.211,5947.7,0.79316807,1.667247212551063,0.19595173904552496,0.148,119.284
10005772,0.995,0.949,5979.7,0.7979431,1.0399201658290593,0.07649924026125694,0.0535,83.433
10005788,0.645,0.633,4270.7,1.5581245,0.12161860006463679,0.1551221380983664,0.1837,195.569
10005819,1.048,1.219,5893.8,0.82767296,1.625548755750484,0.2009803118041729,0.1727,121.125
10005956,1.174,1.201,6273.4,0.7426548,2.0230191786782714,0.07065182109844492,0.1115,29.852
10014880,0.898,0.834,5148.7,1.2167435,0.44258837236262655,0.14640255774414906,0.2695,184.103
10014906,1.066,1.391,5839.7,0.90940666,2.0370420777057183,0.24804280994707656,NaN,190.819
10014922,0.858,0.817,5393.3,1.0382528,0.5116818355403078,0.11145432889311035,0.0997,162.054
10014954,1.149,1.129,6230.6,0.834322,1.7378008287493754,0.1535606390659247,0.09,99.625
10015286,0.69,0.66,4850.8,1.256999,0.21677041048196946,0.161336777823658,0.0483,241.131
10019239,1.08,1.556,5789.3,0.90065193,2.4660393372343394,0.23801527503581107,NaN,134.145
10019281,0.765,0.745,4879.0,1.2293282,0.28444611074479154,0.12819795296474903,0.1102,180.132
10019318,0.946,1.047,5748.7,0.8321953,1.0839269140212036,0.10923256041669124,0.0535,82.844
10019352,0.867,0.875,5348.6,1.0008402,0.5688529308438415,0.14155347145480707,0.0573,215.27
10019358,0.975,0.962,5502.2,0.9025593,0.7673614893618189,0.043466937608357695,0.0483,48.933
10019381,0.752,0.724,4931.8,1.1960573,0.2798981319634362,0.13947275498300893,0.0477,271.235
10019405,1.043,1.062,5565.5,0.98981667,0.9772372209558107,0.08158700682383481,0.2527,65.146
10025331,0.727,0.707,4714.7,1.3692484,0.22335722228305316,0.18992184337662824,0.1537,226.155
10025369,0.891,0.844,5628.1,1.013402,0.6471426157485831,0.16714485837440782,0.0665,268.243
10025444,1.17,1.399,6105.3,0.8376665,2.4831331052955705,0.25815860300622673,0.4415,156.697
10025454,0.806,0.833,5008.3,1.2242975,0.3953666200681279,0.17864812702005398,0.2087,239.72
10025580,1.019,1.327,5916.8,0.90403175,1.9588446735059897,0.28726183304224095,0.3213,219.244
10029697,1.026,1.174,5854.2,0.9865627,1.4689262776438667,0.1857554237336254,0.248,199.773
10029786,1.12,1.497,5910.6,0.9104061,2.4774220576332855,0.2588729118605518,NaN,205.449
10035558,0.73,0.717,4585.1,1.5944824,0.20558905959841414,0.2230702434711356,0.3442,342.487
10035559,1.053,1.226,6186.4,0.74962807,1.981527025805098,0.05632451489048373,0.143,34.286
10035775,0.677,0.658,4511.3,1.5174694,0.16180800376430657,0.18028415060999062,0.0913,269.324
10053138,0.989,0.941,5573.4,0.9446697,0.7726805850957024,0.06615136811962062,0.058,77.878
10053181,1.059,1.42,5806.4,0.8812456,2.07491351745491,0.25214853604827264,0.3197,217.075
10058384,0.952,0.981,5979.3,0.8047104,1.11429453359173,0.06424654701324621,0.043,48.385
10058479,1.166,1.365,6134.8,0.79630375,2.3933157564053875,0.19168179551947007,0.2767,107.932
10058491,1.241,1.544,6130.1,0.78962326,3.040885025676279,0.10730963473248598,0.4797,49.982
10058496,1.027,1.166,6005.4,0.78721046,1.6032453906900415,0.08392592573895057,0.08,52.002
10058600,0.81,0.916,5521.5,0.90871525,0.7079457843841379,0.051733228130009766,0.081,49.967
10058656,1.16,1.388,6095.2,0.8492594,2.4210290467361784,0.2202659174162155,0.4165,122.243
10065591,1.044,1.212,5889.1,0.8281765,1.6032453906900415,0.1735391439567359,0.1745,107.505
10065597,0.801,0.794,5033.7,1.103054,0.3664375746478333,0.14987807788286567,0.0105,217.05
10065623,0.928,1.148,5569.5,0.8600941,1.1508003889444358,0.12646672660930972,0.1137,89.51
10065638,0.962,1.044,5695.5,0.894577,1.0423174293933042,0.18637088951521247,0.144,200.491
10065675,0.757,0.741,4823.5,1.2645836,0.2691534803926916,0.16310616648207682,0.1865,199.938
10065676,0.923,1.321,5395.6,1.0101223,1.3458603540559484,0.24833380585347717,0.431,190.568
10065683,1.144,1.748,6034.0,0.7582655,3.672823004980846,0.19553332422218017,NaN,75.898
10065700,1.009,1.409,5688.4,0.85994434,1.8836490894898006,0.20171316660895555,0.317,117.201
10069808,0.713,0.691,4679.7,1.2788506,0.20749135174549097,0.14387601244522394,0.097,190.01
10069831,1.182,1.438,6137.2,0.7533207,2.6424087573219466,0.11466537234748687,0.221,47.263
10069844,0.857,1.211,6000.1,0.7839279,1.721868574986007,0.11926049013528665,0.082,66.042
10069912,1.043,1.275,5848.9,0.8720932,1.7258378919902035,0.2173168990731587,0.261,148.128
10069925,1.251,1.724,6066.9,0.79270554,3.6559479161312485,0.2662039298278722,NaN,116.489
10069993,1.017,1.002,5980.8,0.81079865,1.1614486138403428,0.14301465408317318,0.053,107.571
10079315,0.842,0.788,5485.5,0.99099064,0.5081594425605606,0.11709270411511924,0.005,178.702
10079324,0.775,0.761,4897.6,1.1642895,0.3019951720402016,0.12938354676495264,NaN,225.639
10079397,0.865,0.95,5346.7,0.9686127,0.6683439175686147,0.10486415338384202,0.0677,112.064
10079460,1.096,1.531,5945.8,0.8661661,2.6424087573219466,0.15536121893051238,0.184,80.896
10083096,0.893,1.023,5462.3,1.0541296,0.8472274141405964,0.16334320821296283,0.2628,167.32
10083167,1.021,1.175,5831.6,0.95133686,1.4521116175877422,0.25873877391631983,0.35,226.862
10083197,1.088,1.69,5723.7,0.9460802,2.78612116862977,0.33454532876560367,NaN,206.081
10083199,0.863,0.923,5332.0,1.0751762,0.6251726927756859,0.17050024580108283,0.187,248.631
10083203,0.715,0.696,4658.0,1.3961,0.20653801558105292,0.22047026292762745,0.1755,251.11
10083247,0.926,1.463,5844.0,0.8663969,2.2646443075930596,0.15021049515711601,0.3185,83.671
10083254,0.809,1.119,5574.6,0.9019003,1.099005839432521,0.13694434399724315,0.139,110.766
10089284,1.083,1.139,6048.4,0.8810253,1.5739828644662195,0.22854265125528606,0.1987,209.333
10089308,1.131,1.634,5870.1,0.9429369,2.884031503126606,0.2837317603580068,NaN,170.243
10089318,0.978,1.284,5668.3,0.98053265,1.5452544395384138,0.19313843676322354,0.312,157.026
10089420,1.077,1.253,5954.9,0.90792084,1.7947336268325265,0.19796090781647557,NaN,140.234
10089471,1.04,1.109,5931.6,0.93093204,1.383566378971781,0.23856851455125552,0.2803,228.858
10092805,1.089,1.08,6183.3,0.8377075,1.5381546403030348,0.1621182693133799,0.1167,171.98
10092806,1.304,1.371,6599.9,0.77421284,3.2284941217126355,0.27281597596572055,0.3327,171.731
10092834,1.323,1.392,6656.7,0.80727863,3.451437393358563,0.17366396336454534,0.371,117.617
10093364,1.119,1.453,5933.2,0.95511913,2.371373705661655,0.27496920234306854,0.554,243.541
10093428,0.759,0.724,5030.8,1.1157951,0.3054921113215513,0.10478378753506037,0.008,201.506
10093468,1.131,1.541,5912.5,0.9061003,2.6242185433844414,0.23762641925371117,0.652,180.78
10093511,1.065,1.335,5868.1,1.0576487,1.9230917289101583,0.2619383334280926,0.612,255.551
10098969,0.622,0.627,4161.1,1.6497049,0.10592537251772889,0.10990193396918073,0.008,197.586
10099101,0.836,0.927,5174.7,1.3703461,0.5584701947368308,0.2258419338840073,0.428,254.402
10099397,0.917,0.889,5976.3,0.9617691,0.9099132726322515,0.10469434241498445,0.0695,159.379
10099612,0.792,0.768,5021.0,1.1755915,0.3396252725904084,0.06582103430647551,0.039,121.279
10099728,1.044,1.001,6357.9,0.8646574,1.4757065332758945,0.08868725781728544,0.1005,98.876
10123523,0.865,0.827,5382.7,0.9683771,0.519995996533516,0.04180361837732814,0.0535,54.369
10123536,1.008,1.061,5912.9,0.84808445,1.247383514242943,0.09981313445129478,0.122,71.616
10123547,0.77,0.786,5205.2,1.060792,0.4102041029866068,0.04763726595634637,0.0082,91.445
10123548,1.152,1.626,5922.6,0.805213,2.937649651961531,0.23425910620480186,NaN,123.118
10123560,1.061,1.117,5803.2,0.8752966,1.2793813041575246,0.053937926235862056,0.131,38.791
10123637,0.868,0.837,5369.2,0.97630215,0.5260172663907061,0.03854199964335833,0.0553,49.873
10123664,0.846,0.835,5250.7,1.0863514,0.4797334486366891,0.06923678273027209,0.0975,92.041
10001957,0.952,0.917,5754.0,0.8746805,0.8336811846196344,0.11169667393833224,0.025,161.159
10001973,0.822,0.865,5424.9,0.91580486,0.5888436553555889,0.14269514316463905,0.007,173.542
10002049,1.058,1.782,5554.2,0.8951273,2.7415741719278826,0.30142331423349905,NaN,146.173
10002066,1.065,1.301,5892.3,0.85524654,1.8492686189780783,0.15459411155872074,0.2455,90.483
10002167,0.867,0.961,5354.9,1.0126143,0.690239803840242,0.16127680972934116,0.16,177.68
10006032,0.8,0.827,4964.4,1.1797876,0.3758374042884442,0.14099448936412468,0.1935,196.374
10006096,0.851,0.96,5198.4,1.0678148,0.610942024905572,0.13013004877936674,NaN,220.629
10006127,0.787,0.779,4954.1,1.1825113,0.3303695410368148,0.1674587888819224,0.1113,260.542
10006164,0.811,0.8,5091.3,1.1023264,0.3890451449942806,0.13718615566407188,0.0257,202.813
10006171,0.982,1.205,5713.6,0.9062729,1.4028137045619582,0.17574376257784427,0.2695,126.868
10015379,0.926,1.1,5633.7,0.9271536,1.1066237839776663,0.15646728076960745,0.2005,167.306
10015383,0.981,0.933,5476.6,0.9282255,0.7079457843841379,0.07112919252316949,0.073,95.691
10015438,0.7,0.688,4472.8,1.4778376,0.17100153150902875,0.2183702665565649,0.145,242.535
